Company,Job,Location,Salary,Skills
EMD,"Associate Scientist, In Vivo Pharmacology","Billerica, MA",0,
VHB,Facilities Move Coordinator,"Watertown, MA 02472",0,
Massachusetts General Hospital(MGH),RN Quality and Safety Stroke Data Abstractor,"Boston, MA",0,
Harnham,DIRECTOR OF DATA SCIENCE - RETAIL,"Boston, MA","$200,000 a year",SAS Java
Commonwealth Sciences,Supply Chain Manager,"Boston, MA",0,
GE Healthcare,Marketing Data Scientist,"Marlborough, MA",0,
Selecta Biosciences,"Protein Scientist, Analytical Development","Watertown, MA 02472",0,
Makro Technology,Bench Scientist,"Andover, MA",0,
Makro Scientific,Research Associate,"Andover, MA",0,
"Ironwood Pharmaceuticals, Inc.",Corporate Development Senior Research Analyst,"Cambridge, MA 02142 (East Cambridge area)",0,
MIT,"Senior Research Analyst, Resource Development","Cambridge, MA",0,
"VDC Research Group, Inc.",Market Research Analyst,"Natick, MA",0,
Booz Allen Hamilton,"Data Scientist, Senior","Boston, MA",0,
Panjiva,Software Engineer - Data,"Cambridge, MA",0,
Kleinfelder,"Entry Level Geologist, Environmental Engineer or Environment...","Cambridge, MA",0,
Rangam Consultants Inc.,Biology Scientist (In Vitro),"Cambridge, MA 02142 (East Cambridge area)",0,
Biogen,Bioverativ - Associate Scientist III Immunology and Hematolo...,"Cambridge, MA 02142 (East Cambridge area)",0,
Pfizer Inc.,In vitro receptor Pharmacologist (non -Phd); 1024184,"Cambridge, MA",0,
Insight Performance,R&D Technician at Nano-C,"Westwood, MA",0,
Cambridge Public Schools,"Research, Evaluation and Assessment Analyst","Cambridge, MA 02141 (East Cambridge area)",0,
Takeda Pharmaceuticals,Statistician - Safety Stats,"Cambridge, MA 02139 (Area IV area)",0,
Northeastern University,Staff Scientist - Collections,"Boston, MA",0,
Dana-Farber Cancer Institute,Clinical Research Financial Analyst,"Brookline, MA",0,
QPID Health,Machine Learning Data Scientist,"Boston, MA 02110 (Central area)",0,
"Janssen Research & Development, LLC.","Principal Scientist, Computational Sciences","Cambridge, MA",0,
Sage Therapeutics,"Medical Scientist, Medical Science","Cambridge, MA",0,
Broad Institute,Software Engineer - NCI Cloud Pilot: FireCloud,"Boston, MA",0,
Harvard University,Administrative and Operations Coordinator,"Boston, MA",0,
Commonwealth of Massachusetts,Research Data Analyst,"Boston, MA","$65,232 - $92,625 a year",SAS SQL Java ETL
"Rubius Therapeutics, Inc.",Research Associate – Early Discovery,"Cambridge, MA 02139 (Area IV area)",0,
Hopper,Data Scientist,"Cambridge, MA",0,
Boston Scientific Corporation,"Technician III, R&D","Marlborough, MA",0,
"The Vertex Companies, LLC.",Environmental Data Analyst,"Boston, MA",0,
NIBR,Senior Principle Data/Software Engineer,"Cambridge, MA",0,
Enanta Pharmaceuticals,Scientist - Biology,"Watertown, MA",0,
"Foundation Medicine, Inc.",Sr Research Associate / Scientist,"Cambridge, MA",0,
Massachusetts General Hospital(MGH),Research Technologist,"Boston, MA",0,
Astellas Pharmaceuticals,Sr. Scientist Developmental Biologist,"Marlborough, MA",0,
Takeda Pharmaceuticals,"Scientist / Sr Scientist, Biological Mass Spectrometry","Cambridge, MA 02139 (Area IV area)",0,
Physical Sciences Inc.,UAS Sensor Scientist/Engineer,"Boston, MA",0,
Sarepta Therapeutics,"Senior Director, Biometrics","Cambridge, MA 02142 (East Cambridge area)",0,
Pfizer Inc.,Scientist – ImmunoMetabolism,"Cambridge, MA",0,
Broad Institute,Clinical Research Coordinator,"Boston, MA",0,
Parabase Genomics,Clinical Scientist- NGS,"Boston, MA 02210 (South Boston area)",0,
EMD,Scientist - Downstream Process Development,"Burlington, MA",0,
Infor,Scientist,"Cambridge, MA",0,
"KSQ Therapeutics, Inc.",Director: Computational Chemistry & Drug Design,"Cambridge, MA 02139 (Area IV area)",0,
Jounce Therapeutics,Sr. Scientist- Cancer Immunotherapy Bioinformatics,"Cambridge, MA 02138 (West Cambridge area)",0,
Domeyard LP,High Performance Computing Scientist needed for HFT Firm,"Boston, MA 02110 (Central area)","$120,000 a year",Hadoop Spark
Massachusetts General Hospital(MGH),Research Scientist,"Charlestown, MA",0,
MIT,"Research Scientist, Senseable City Lab","Cambridge, MA",0,
Santander Holdings USA Inc,Quantitative Analyst,"Boston, MA",0,
Seqirus A CSL Company,Global Statistical Programmer,"Cambridge, MA",0,
MIT,Research Analyst (Transparency),"Cambridge, MA",0,
Jobspring Partners,Senior Data Scientist,"Boston, MA 02116 (South End area)","$150,000 a year",Python Java Hadoop Spark
Seven Bridges,Bioinformatics Scientist,"Cambridge, MA",0,
MIT,"Research Scientist, Manalis Laboratory","Cambridge, MA",0,
DeKalb Workforce Development,Engineering Technician,"Decatur, GA",$13 - $18 an hour,
krg technology inc,Data Scientist,"Alpharetta, GA",0,
GE Power,Staff Software Engineer – B2B eCommerce,"Atlanta, GA",0,
Analytic Recruiting,Senior Statistical Analyst,"Atlanta, GA",0,
Georgia Tech Research Institute,Technical Project Manager - ACL IAPO 1170,"Atlanta, GA 30318 (Rockdale area)",0,
Atkins Global,Sr. Scientist – Ecology,"Atlanta, GA",0,
"Beckman Coulter, Inc.",Field Service Engineer,"Atlanta, GA",0,
ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",0,
ADP,LEAD ORACLE DBA,"Atlanta, GA 30328",0,
Starr Companies,Statistical Reporting Accountant,"Atlanta, GA",0,
"Eagle Medical Services, LLC",Data Analyst,"Atlanta, GA",0,
Northrop Grumman,HAI Prevention Data Analyst,"Atlanta, GA",0,
IBM,Lead Product Designer - Mobile Web,"Atlanta, GA",0,
IBM,Lead Product Designer – Emerging Platforms,"Atlanta, GA",0,
ADP,Principal SITECORE Appl. Developer,"Alpharetta, GA 30022",0,
ADP,Lead Systems Analyst - Talent / Vantage,"Alpharetta, GA 30005",0,
Georgia Tech Research Institute,Machine Learning-Data Science Computer Vision Researcher ATA...,"Atlanta, GA 30318 (Rockdale area)",0,
NCR,Data Scientist/Software Engineer - Machine Learning & Artifi...,"Atlanta, GA 30308 (Old Fourth Ward area)",0,
Children's Healthcare of Atlanta,Medical Technologist - Part Time Evenings - Blood Bank - Egl...,"Atlanta, GA 30322",0,
Georgia Tech Research Institute,Embedded Software Engineer - ELSYS 1167,"Atlanta, GA 30318 (Rockdale area)",0,
GE Power,IT Project Manager – Sourcing BI,"Atlanta, GA",0,
IBM Kenexa,Lead Product Designer - Mobile Web,"Atlanta, GA",0,
McKesson,Data Scientist,"Alpharetta, GA 30005",0,
ADP,Principal Application Developer - Java / Angular / TDD,"Alpharetta, GA 30005",0,
IBM Kenexa,Lead Product Designer – Emerging Platforms,"Atlanta, GA",0,
UCB,"Associate Director Data Scientist, Patient Insights and Inno...","Atlanta, GA",0,
ADP,Sr. Director - Product Mgmt.-Mainframe AVS,"Alpharetta, GA 30005",0,
Piedmont Healthcare,"Medical Technologist, Hematology, PRN, PAH","Atlanta, GA 30363 (Buckhead area)",0,
GE Power,IT Project Manager – Digital Tools,"Atlanta, GA",0,
GE Power,IT Project Manager – Buyer Portal,"Atlanta, GA",0,
Emory University,"Scientist, Med Imag Analysis","Atlanta, GA","$69,900 a year",SAS SQL Python Java Matlab visualization Ph.D
Children's Healthcare of Atlanta,Medical Technologist - Full Time Nights - Blood Bank - Egles...,"Atlanta, GA 30322",0,
Macy’s,Sr. Data Scientist,"Johns Creek, GA",0,
Children's Healthcare of Atlanta,Medical Technologist - Part Time - Satellite Blvd.,"Duluth, GA 30096",0,
Children's Healthcare of Atlanta,Medical Technologist - PRN - Core Lab - Scottish Rite,"Atlanta, GA 30342 (Buckhead area)",0,
Children's Healthcare of Atlanta,Medical Technologist - Full Time Evenings - Microbiology - S...,"Atlanta, GA 30342 (Buckhead area)",0,
Georgia Tech,Postdoctoral Fellow in the School of Civil & Environmental E...,"Atlanta, GA",0,
Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",0,
Groundwater & Environmental Services,Geologist or Environmental Scientist - Mid Level,"Roswell, GA",0,
KPMG,Manager - Health Care Analytics,"Atlanta, GA 30338",0,
Turner,Sr. Data Scientist,"Atlanta, GA 30319",0,
IBM Kenexa,Sr. Product Designer - Content Team,"Atlanta, GA",0,
Smith Hanley Associates,Statistician - Model Validation,"Atlanta, GA",0,
ADP,Network Engineer (Routers/Switches),"Alpharetta, GA",0,
GE Power,Sr Staff Software Engineer – Accounts Receivable,"Atlanta, GA",0,
Honeywell,Analytics Data Scientist,"Atlanta, GA",0,
Georgia Tech,Financial Analyst II,"Atlanta, GA",0,
ADP,Application Developer,"Alpharetta, GA 30005",0,
Georgia Tech Research Institute,Applications Engineer and Intelligence Analyst - ACL 1181,"Atlanta, GA 30318 (Rockdale area)",0,
Arcadis:US,Entry-Level Water Engineer,"Atlanta, GA",0,
CocaCola,Scientist II,"Atlanta, GA",0,
Georgia Tech,Research Security Coordinator II,"Atlanta, GA",0,
Battelle,Quality Assurance Auditor,"Atlanta, GA 30309 (Midtown area)",0,
Georgia Tech Research Institute,Research Scientist,"Atlanta, GA 30318 (Rockdale area)",0,
InterContinental Hotels Group,Analyst Operations Research,"Atlanta, GA",0,
Target MarkeTeam,"Data Analyst, Predictive Modeling","Atlanta, GA",0,
Oak Ridge Associated Universities,Biostatistics; Statistician Fellowship -- CDC,"Atlanta, GA",0,
GE Power,Staff Analytics Engineer – Installed Base,"Atlanta, GA",0,
"Geosyntec Consultants, Inc.",Toxicologist / Risk Assessment Scientist,"Atlanta, GA 30319",0,
Northrop Grumman,Data Manager,"Atlanta, GA",0,
Cox Media Group,Marketing Research Analyst,"Atlanta, GA",0,
Kaiser Permanente,"Sr Investigator, Research - Atlanta","Atlanta, GA",0,
Planet Pharma,Quality Control Assistant Scientist,"Atlanta, GA",0,
Lonza,"Sr. Scientist, Upstream Technology – Formulation Additives","Alpharetta, GA",0,
ICF,Senior Public Health Scientists - Senior Project Managers,"Atlanta, GA",0,
ADP,IT Operations I,"Alpharetta, GA 30005",0,
Moxie,Market Research Sr. Analyst,"Atlanta, GA",0,
"Beckman Coulter, Inc.",Informatics Technical Specialist,"Atlanta, GA",0,
Northside Hospital,Clinical Lab Scientist (Molecular Lab),"Atlanta, GA",0,
KPMG,Sr. Manager - Data Analytics,"Atlanta, GA 30338",0,
"Market Strategies International, Inc.",Analyst - Market Research,"Atlanta, GA",0,
VHB,Transportation Planning Intern,"Atlanta, GA",0,
WSP | Parsons Brinckerhoff,Traffic Engineer I,"Atlanta, GA",0,
StrategyWise,Data Analyst,"Atlanta, GA",0,
CSTE,Associate Research Analyst,"Atlanta, GA 30341","$51,706 a year",
"Intercontinental Exchange, Inc.",Quantitative Analyst (5051),"Atlanta, GA 30328",0,
Battelle,Quality Assurance Specialist,"Atlanta, GA 30309 (Midtown area)",0,
Battelle,Influenza Molecular Virologist,"Atlanta, GA 30309 (Midtown area)",0,
U.S. Department of Labor,Economist/Statistician,"Atlanta, GA","$61,956 - $96,538 a year",Java Ph.D
LexisNexis,Statistical Modeler,"Alpharetta, GA 30005",0,
Stackfolio,Lead Data Scientist,"Atlanta, GA 30308 (Old Fourth Ward area)","$80,000 a year",SQL Python Hadoop Spark
SunTrust,Market Risk Quantitative Analyst,"Atlanta, GA",0,
Capgemini,"Manager, Data Science","Atlanta, GA",0,
Analytic Recruiting,Junior Data Scientist,"Alpharetta, GA","$75,000 - $90,000 a year",SQL Tableau Hadoop Hive
Reed Elsevier,Statistical Modeler,"Alpharetta, GA",0,
Keysight Technologies,"Project Manager, Machine Learning and Analytics Research","Atlanta, GA",0,
Northrop Grumman,Health Policy Research Analyst,"Atlanta, GA",0,
State Farm Mutual Automobile Insurance Company,Research Statistician,"Atlanta, GA",0,
CocaCola,"Scientist V, Monster Product Development","Atlanta, GA",0,
ADP,Director of Application Development,"Alpharetta, GA 30005",0,
Reed Elsevier,Sr Statistical Modeler,"Alpharetta, GA",0,
Lighthouse Recruiting,Certifying Scientist,"Smyrna, GA 30082","$55,000 - $70,000 a year",
Feedzai,Data Scientist,"Atlanta, GA",0,
Oak Ridge Associated Universities,NGS Shotgun Metagenomics Fellowship - CDC,"Atlanta, GA",0,
IgnitionOne,Data Scientist,"Atlanta, GA",0,
Chickasaw Nation Industries,Laboratory Specialist,"Atlanta, GA 30329",0,
InfoMart,Online Analyst (Research),"Marietta, GA",0,
KPMG,"Data Scientist, Natural Language Processing","Atlanta, GA 30338",0,
CHASE Professionals,Data Scientist/ Data Analyst,"Duluth, GA 30096",0,
ADP,Lead Systems Analyst - Vantage / HCM,"Alpharetta, GA 30005",0,
IBM,Sr. Product Designer - Content Team,"Atlanta, GA",0,
Quest Diagnostics,"Scientist, Forensic - Tucker, GA","Tucker, GA",0,
Travelport,Data Scientist,"Atlanta, GA",0,
Visionaire Partners,Data Scientist - Insights,"Atlanta, GA",0,
Scientific Research Corporation,CONSTRUCTION MANAGER,"Atlanta, GA 30339",0,
ADP,Java Application Developer - Rest / SQL / JUnit,"Alpharetta, GA 30005",0,
ADP,Sr. Front End Developer,"Atlanta, GA 30328",0,
North Highland,Business Intelligence Data Scientist,"Atlanta, GA",0,
Oak Ridge Associated Universities,Systematic Review Faculty Research Position - CDC,"Atlanta, GA",0,
Analytic Recruiting,Data Scientist - Supply Chain,"Atlanta, GA","$70,000 - $145,000 a year",SAS SQL Python Tableau Java SPSS visualization
Georgia Tech Research Institute,Research Scientist I/II-EOSL 1185,"Atlanta, GA 30318 (Rockdale area)",0,
Georgia Tech,Courier I (Tech Temp),"Atlanta, GA",0,
Pivotal Software,Product Manager (Pivotal Labs),"Atlanta, GA",0,
Parsons Corporation,Environmental Scientist II,"Norcross, GA",0,
Oak Ridge Associated Universities,Statistical Analysis Fellowship - CDC,"Atlanta, GA",0,
GE Digital,Software Engineer - Back End,"Alpharetta, GA",0,
SearchAccountingJobs,Lead Quantitative Analyst,"Atlanta, GA","$150,000 - $205,000 a year",SAS SQL
Analytic Recruiting,Senior Data Scientist,"Atlanta, GA","$100,000 - $125,000 a year",SQL Python UNIX machine learning
Chipton Ross,Business Process Consultant (Oracle OPM SME) (2) - GA,"Atlanta, GA",$23.39 - $91.68 an hour,
ADP,Principal Application Architect - Java / Angular / TDD / Agi...,"Alpharetta, GA 30005",0,
CHASE Professionals,Data Scientist,"Duluth, GA",0,
UCB,Head of Commercial Data and Analytics,"Atlanta, GA",0,
Google,"Cloud Instructor (Big Data, Machine Learning), Google Cloud...","Atlanta, GA",0,
ADP,Front-End Developer/UX Designer,"Alpharetta, GA 30005",0,
ADP,Principal Application Developer - Talent Management,"Alpharetta, GA 30005",0,
"Silliker, Inc. dba Mérieux NutriSciences",Operations Lead - Science,"Stone Mountain, GA 30087",0,
Mckesson,Data Engineer,"Alpharetta, GA 30005",0,
Children's Healthcare of Atlanta,Medical Technologist - PRN - Northpoint Urgent Care,"Alpharetta, GA 30022",0,
ADP,Lead Application Developer - MEAN Stack,"Alpharetta, GA 30005",0,
ADP,"Principal Application Developer - Java, REST, JUnit","Alpharetta, GA 30005",0,
ADP,Lead Java Application Developer,"Alpharetta, GA 30005",0,
Northrop Grumman,Scientific Data Analyst,"Atlanta, GA",0,
Scientific Research Corporation,CIVIL CONSTRUCTION MANAGER,"Atlanta, GA 30339",0,
Oversight Systems,Sales Account Executive,"Atlanta, GA",0,
Johnson Controls,"Supervisor, Distribution 3rd Shift Receiving","Lithia Springs, GA",0,
UCB S.A.,Head of Commercial Data and Analytics,"Atlanta, GA",0,
UCB S.A.,"Associate Director Data Scientist, Patient Insights and Inno...","Atlanta, GA",0,
ADP,Senior Application Developer,"Alpharetta, GA 30005",0,
Lonza,Senior Scientist -ICMS,"Alpharetta, GA",0,
Children's Healthcare of Atlanta,"Director, Laboratory Services","Atlanta, GA 30322",0,
IBM Kenexa,Product Designer – Android,"Atlanta, GA",0,
Amec Foster Wheeler,Air Quality Engineer,"Kennesaw, GA",0,
Navicure,Marketing Operations Administrator,"Duluth, GA",0,
Cox Automotive,Data Scientist,"Atlanta, GA",0,
ICF,"Program Manager, Commute Alternatives - Atlanta","Atlanta, GA",0,
Republic National Distributing Company (RNDC),College Intern Corporate IT,"Atlanta, GA",0,
State Farm Mutual Automobile Insurance Company,Data Scientist,"Atlanta, GA",0,
Panasonic Automotive,Senior Software Engineer - Machine Learning Vision,"Atlanta, GA",0,
General Lead,"Senior Software Engineer (Java, Scala)","Atlanta, GA",0,
Strategic IT Staffing,Senior DevOps Engineer,"Atlanta, GA",0,
"Aptonet, inc",Big Data Software Engineer,"Atlanta, GA",0,
"Aptonet, inc",Software Engineer Big Data,"Atlanta, GA",0,
NCR,Data Scientist-1,"Duluth, GA 30096",0,
Emory University,Sponsored Research Financial Analyst,"Atlanta, GA","$66,700 a year",SAS SQL Python Java visualization Ph.D
AT&T,Big Data Technical Intern I,"Alpharetta, GA",0,
AT&T,Big Data Technical Co Op I,"Alpharetta, GA",0,
AT&T,Professional Big Data Software Eng BIG DATA,"Roswell, GA",0,
Macy’s,Data Scientist,"Johns Creek, GA",0,
Centers for Disease Control and Prevention,Health Scientist,"Atlanta, GA","$74,260 - $96,538 a year",Java
Centers for Disease Control and Prevention,Lead Statistician (Health),"Atlanta, GA","$104,349 - $135,656 a year",Java
"IHRC, Inc.",Statistician,"Atlanta, GA 30346",0,
Centers for Disease Control and Prevention,Mathematical Statistician,"Atlanta, GA","$74,260 - $114,802 a year",
Ga. Dept. of Admin. Services,Statistical Data Analyst,"Atlanta, GA","$36,000 - $46,000 a year",SQL Java
General Assembly,Part Time Data Science Instructor,"Atlanta, GA",0,
Emory University,Staff Scientist (Goldsmith Lab),"Atlanta, GA","$85,500 a year",SAS SQL Python Java visualization Ph.D
Keysight Technologies,Machine Learning Researcher,"Atlanta, GA",0,
Pindrop,Research Scientist - Audio,"Atlanta, GA",0,
Ga. Dept. of Transportation,Statistical Analyst 1 (PG-H) - Office TransData -One GA Cent...,"Atlanta, GA","$36,000 a year",SQL Java
"Gresham, Smith and Partners.","Transportation Project Manager Assistant | Atlanta, GA (Down...","Atlanta, GA",0,
LexisNexis,Sr Statistical Modeler,"Alpharetta, GA 30005",0,
GE Digital,Sr Software Engineer,"Alpharetta, GA",0,
Vanderlande Industries,Market Research Analyst Intern- Spring 2017,"Marietta, GA",0,
Georgia Tech Research Institute,Research-focused Systems Engineer ELSYS 1048,"Atlanta, GA 30318 (Rockdale area)",0,
G2S Corporation,Data Analyst/ Epidemiologist,"Atlanta, GA",0,
ICF,Head Start Fiscal Grantee Specialist,"Atlanta, GA",0,
Mobiquity,Sr Android Developer,"Atlanta, GA",0,
ICF,Tribal Evaluation Specialist - telecommute from Alaska,"Atlanta, GA",0,
Georgia Tech Research Institute,Test Engineer- ELSYS 1194,"Atlanta, GA 30318 (Rockdale area)",0,
